file,width,height,format,mode,source,aspect_ratio
133-10.png,1024,1024,PNG,RGB,mvtec,1.0
127-10.png,1024,1024,PNG,RGB,mvtec,1.0
131-10.png,1024,1024,PNG,RGB,mvtec,1.0
125-10.png,1024,1024,PNG,RGB,mvtec,1.0
119-10.png,1024,1024,PNG,RGB,mvtec,1.0
045-11.png,1024,1024,PNG,RGB,mvtec,1.0
051-11.png,1024,1024,PNG,RGB,mvtec,1.0
079-10.png,1024,1024,PNG,RGB,mvtec,1.0
086-10.png,1024,1024,PNG,RGB,mvtec,1.0
092-10.png,1024,1024,PNG,RGB,mvtec,1.0
093-10.png,1024,1024,PNG,RGB,mvtec,1.0
087-10.png,1024,1024,PNG,RGB,mvtec,1.0
078-10.png,1024,1024,PNG,RGB,mvtec,1.0
050-11.png,1024,1024,PNG,RGB,mvtec,1.0
044-11.png,1024,1024,PNG,RGB,mvtec,1.0
118-10.png,1024,1024,PNG,RGB,mvtec,1.0
124-10.png,1024,1024,PNG,RGB,mvtec,1.0
130-10.png,1024,1024,PNG,RGB,mvtec,1.0
157-10.png,1024,1024,PNG,RGB,mvtec,1.0
143-10.png,1024,1024,PNG,RGB,mvtec,1.0
194-10.png,1024,1024,PNG,RGB,mvtec,1.0
180-10.png,1024,1024,PNG,RGB,mvtec,1.0
023-20.png,1024,1024,PNG,RGB,mvtec,1.0
037-12.png,1024,1024,PNG,RGB,mvtec,1.0
209-10.png,1024,1024,PNG,RGB,mvtec,1.0
221-7.png,1024,1024,PNG,RGB,mvtec,1.0
220-7.png,1024,1024,PNG,RGB,mvtec,1.0
208-10.png,1024,1024,PNG,RGB,mvtec,1.0
036-12.png,1024,1024,PNG,RGB,mvtec,1.0
022-25.png,1024,1024,PNG,RGB,mvtec,1.0
181-10.png,1024,1024,PNG,RGB,mvtec,1.0
195-10.png,1024,1024,PNG,RGB,mvtec,1.0
142-10.png,1024,1024,PNG,RGB,mvtec,1.0
156-10.png,1024,1024,PNG,RGB,mvtec,1.0
168-10.png,1024,1024,PNG,RGB,mvtec,1.0
140-10.png,1024,1024,PNG,RGB,mvtec,1.0
154-10.png,1024,1024,PNG,RGB,mvtec,1.0
183-10.png,1024,1024,PNG,RGB,mvtec,1.0
197-10.png,1024,1024,PNG,RGB,mvtec,1.0
008-64.png,1024,1024,PNG,RGB,mvtec,1.0
034-12.png,1024,1024,PNG,RGB,mvtec,1.0
020-31.png,1024,1024,PNG,RGB,mvtec,1.0
222-7.png,1024,1024,PNG,RGB,mvtec,1.0
223-7.png,1024,1024,PNG,RGB,mvtec,1.0
021-28.png,1024,1024,PNG,RGB,mvtec,1.0
035-12.png,1024,1024,PNG,RGB,mvtec,1.0
009-63.png,1024,1024,PNG,RGB,mvtec,1.0
196-10.png,1024,1024,PNG,RGB,mvtec,1.0
182-10.png,1024,1024,PNG,RGB,mvtec,1.0
155-10.png,1024,1024,PNG,RGB,mvtec,1.0
141-10.png,1024,1024,PNG,RGB,mvtec,1.0
169-10.png,1024,1024,PNG,RGB,mvtec,1.0
145-10.png,1024,1024,PNG,RGB,mvtec,1.0
151-10.png,1024,1024,PNG,RGB,mvtec,1.0
179-10.png,1024,1024,PNG,RGB,mvtec,1.0
186-10.png,1024,1024,PNG,RGB,mvtec,1.0
192-10.png,1024,1024,PNG,RGB,mvtec,1.0
031-14.png,1024,1024,PNG,RGB,mvtec,1.0
025-17.png,1024,1024,PNG,RGB,mvtec,1.0
019-32.png,1024,1024,PNG,RGB,mvtec,1.0
018-37.png,1024,1024,PNG,RGB,mvtec,1.0
024-19.png,1024,1024,PNG,RGB,mvtec,1.0
030-14.png,1024,1024,PNG,RGB,mvtec,1.0
193-10.png,1024,1024,PNG,RGB,mvtec,1.0
187-10.png,1024,1024,PNG,RGB,mvtec,1.0
178-10.png,1024,1024,PNG,RGB,mvtec,1.0
150-10.png,1024,1024,PNG,RGB,mvtec,1.0
144-10.png,1024,1024,PNG,RGB,mvtec,1.0
152-10.png,1024,1024,PNG,RGB,mvtec,1.0
146-10.png,1024,1024,PNG,RGB,mvtec,1.0
191-10.png,1024,1024,PNG,RGB,mvtec,1.0
185-10.png,1024,1024,PNG,RGB,mvtec,1.0
026-15.png,1024,1024,PNG,RGB,mvtec,1.0
032-13.png,1024,1024,PNG,RGB,mvtec,1.0
218-9.png,1024,1024,PNG,RGB,mvtec,1.0
219-8.png,1024,1024,PNG,RGB,mvtec,1.0
033-12.png,1024,1024,PNG,RGB,mvtec,1.0
027-15.png,1024,1024,PNG,RGB,mvtec,1.0
184-10.png,1024,1024,PNG,RGB,mvtec,1.0
190-10.png,1024,1024,PNG,RGB,mvtec,1.0
147-10.png,1024,1024,PNG,RGB,mvtec,1.0
153-10.png,1024,1024,PNG,RGB,mvtec,1.0
002-69.png,1024,1024,PNG,RGB,mvtec,1.0
016-52.png,1024,1024,PNG,RGB,mvtec,1.0
017-43.png,1024,1024,PNG,RGB,mvtec,1.0
003-69.png,1024,1024,PNG,RGB,mvtec,1.0
029-15.png,1024,1024,PNG,RGB,mvtec,1.0
015-56.png,1024,1024,PNG,RGB,mvtec,1.0
001-69.png,1024,1024,PNG,RGB,mvtec,1.0
000-69.png,1024,1024,PNG,RGB,mvtec,1.0
014-57.png,1024,1024,PNG,RGB,mvtec,1.0
028-15.png,1024,1024,PNG,RGB,mvtec,1.0
010-59.png,1024,1024,PNG,RGB,mvtec,1.0
004-69.png,1024,1024,PNG,RGB,mvtec,1.0
038-13.png,1024,1024,PNG,RGB,mvtec,1.0
039-13.png,1024,1024,PNG,RGB,mvtec,1.0
005-69.png,1024,1024,PNG,RGB,mvtec,1.0
011-58.png,1024,1024,PNG,RGB,mvtec,1.0
007-69.png,1024,1024,PNG,RGB,mvtec,1.0
013-57.png,1024,1024,PNG,RGB,mvtec,1.0
012-57.png,1024,1024,PNG,RGB,mvtec,1.0
006-69.png,1024,1024,PNG,RGB,mvtec,1.0
049-12.png,1024,1024,PNG,RGB,mvtec,1.0
048-12.png,1024,1024,PNG,RGB,mvtec,1.0
040-12.png,1024,1024,PNG,RGB,mvtec,1.0
054-12.png,1024,1024,PNG,RGB,mvtec,1.0
055-12.png,1024,1024,PNG,RGB,mvtec,1.0
041-12.png,1024,1024,PNG,RGB,mvtec,1.0
057-12.png,1024,1024,PNG,RGB,mvtec,1.0
043-12.png,1024,1024,PNG,RGB,mvtec,1.0
042-12.png,1024,1024,PNG,RGB,mvtec,1.0
056-12.png,1024,1024,PNG,RGB,mvtec,1.0
052-12.png,1024,1024,PNG,RGB,mvtec,1.0
046-12.png,1024,1024,PNG,RGB,mvtec,1.0
047-12.png,1024,1024,PNG,RGB,mvtec,1.0
053-12.png,1024,1024,PNG,RGB,mvtec,1.0
045-12.png,1024,1024,PNG,RGB,mvtec,1.0
051-12.png,1024,1024,PNG,RGB,mvtec,1.0
050-12.png,1024,1024,PNG,RGB,mvtec,1.0
044-12.png,1024,1024,PNG,RGB,mvtec,1.0
023-21.png,1024,1024,PNG,RGB,mvtec,1.0
037-13.png,1024,1024,PNG,RGB,mvtec,1.0
036-13.png,1024,1024,PNG,RGB,mvtec,1.0
022-26.png,1024,1024,PNG,RGB,mvtec,1.0
008-68.png,1024,1024,PNG,RGB,mvtec,1.0
034-13.png,1024,1024,PNG,RGB,mvtec,1.0
020-32.png,1024,1024,PNG,RGB,mvtec,1.0
021-29.png,1024,1024,PNG,RGB,mvtec,1.0
035-13.png,1024,1024,PNG,RGB,mvtec,1.0
009-67.png,1024,1024,PNG,RGB,mvtec,1.0
031-15.png,1024,1024,PNG,RGB,mvtec,1.0
025-18.png,1024,1024,PNG,RGB,mvtec,1.0
019-33.png,1024,1024,PNG,RGB,mvtec,1.0
018-38.png,1024,1024,PNG,RGB,mvtec,1.0
024-20.png,1024,1024,PNG,RGB,mvtec,1.0
030-15.png,1024,1024,PNG,RGB,mvtec,1.0
026-16.png,1024,1024,PNG,RGB,mvtec,1.0
032-14.png,1024,1024,PNG,RGB,mvtec,1.0
033-13.png,1024,1024,PNG,RGB,mvtec,1.0
027-16.png,1024,1024,PNG,RGB,mvtec,1.0
002-72.png,1024,1024,PNG,RGB,mvtec,1.0
003-72.png,1024,1024,PNG,RGB,mvtec,1.0
001-72.png,1024,1024,PNG,RGB,mvtec,1.0
000-72.png,1024,1024,PNG,RGB,mvtec,1.0
010-61.png,1024,1024,PNG,RGB,mvtec,1.0
004-72.png,1024,1024,PNG,RGB,mvtec,1.0
005-72.png,1024,1024,PNG,RGB,mvtec,1.0
011-60.png,1024,1024,PNG,RGB,mvtec,1.0
007-72.png,1024,1024,PNG,RGB,mvtec,1.0
012-58.png,1024,1024,PNG,RGB,mvtec,1.0
006-72.png,1024,1024,PNG,RGB,mvtec,1.0
008-71.png,1024,1024,PNG,RGB,mvtec,1.0
009-70.png,1024,1024,PNG,RGB,mvtec,1.0
000000.png,2904,1921,PNG,RGB,vision,1.51
000001.png,2282,2248,PNG,RGB,vision,1.02
000002.png,2904,1921,PNG,RGB,vision,1.51
000003.png,2529,2530,PNG,RGB,vision,1.0
000008.png,3034,1586,PNG,RGB,vision,1.91
000010.png,3034,1586,PNG,RGB,vision,1.91
000011.png,3034,1586,PNG,RGB,vision,1.91
000013.png,2282,2248,PNG,RGB,vision,1.02
000023.png,2529,2530,PNG,RGB,vision,1.0
000024.png,3034,1586,PNG,RGB,vision,1.91
000026.png,2775,2159,PNG,RGB,vision,1.29
000027.png,3034,1586,PNG,RGB,vision,1.91
000028.png,3056,2464,PNG,RGB,vision,1.24
000029.png,2240,2016,PNG,RGB,vision,1.11
000030.png,3034,1586,PNG,RGB,vision,1.91
000031.png,2282,2248,PNG,RGB,vision,1.02
000032.png,2868,2316,PNG,RGB,vision,1.24
000033.png,3034,1586,PNG,RGB,vision,1.91
000036.png,2240,2016,PNG,RGB,vision,1.11
000039.png,2544,2156,PNG,RGB,vision,1.18
000040.png,2529,2530,PNG,RGB,vision,1.0
000043.png,2282,2248,PNG,RGB,vision,1.02
000044.png,2544,2156,PNG,RGB,vision,1.18
000045.png,2904,1921,PNG,RGB,vision,1.51
000046.png,2240,2016,PNG,RGB,vision,1.11
000047.png,2904,1921,PNG,RGB,vision,1.51
000050.png,2240,2016,PNG,RGB,vision,1.11
000051.png,2544,2156,PNG,RGB,vision,1.18
000052.png,2868,2316,PNG,RGB,vision,1.24
000054.png,2240,2016,PNG,RGB,vision,1.11
000055.png,2529,2530,PNG,RGB,vision,1.0
000056.png,2544,2156,PNG,RGB,vision,1.18
000058.png,2868,2316,PNG,RGB,vision,1.24
000060.png,2282,2248,PNG,RGB,vision,1.02
000064.png,2759,2154,PNG,RGB,vision,1.28
000065.png,3034,1586,PNG,RGB,vision,1.91
000067.png,2544,2156,PNG,RGB,vision,1.18
000071.png,2759,2154,PNG,RGB,vision,1.28
000073.png,2282,2248,PNG,RGB,vision,1.02
000074.png,2282,2248,PNG,RGB,vision,1.02
000077.png,2759,2154,PNG,RGB,vision,1.28
000078.png,2282,2248,PNG,RGB,vision,1.02
000080.png,2759,2154,PNG,RGB,vision,1.28
000081.png,2904,1921,PNG,RGB,vision,1.51
000084.png,2904,1921,PNG,RGB,vision,1.51
000085.png,2240,2016,PNG,RGB,vision,1.11
000004.png,3840,2748,PNG,RGB,vision,1.4
000005.png,3840,2748,PNG,RGB,vision,1.4
000009.png,1920,1280,PNG,RGB,vision,1.5
000010_1.png,3840,2748,PNG,RGB,vision,1.4
000012.png,3840,2748,PNG,RGB,vision,1.4
000013_1.png,1920,1280,PNG,RGB,vision,1.5
000014.png,3840,2748,PNG,RGB,vision,1.4
000015.png,3840,2748,PNG,RGB,vision,1.4
000018.png,1920,1280,PNG,RGB,vision,1.5
000021.png,3840,2748,PNG,RGB,vision,1.4
000022.png,3840,2748,PNG,RGB,vision,1.4
000023_1.png,3840,2748,PNG,RGB,vision,1.4
000031_1.png,3840,2748,PNG,RGB,vision,1.4
000034.png,3840,2748,PNG,RGB,vision,1.4
000040_1.png,3840,2748,PNG,RGB,vision,1.4
000042.png,3840,2748,PNG,RGB,vision,1.4
000044_1.png,3840,2748,PNG,RGB,vision,1.4
000046_1.png,3840,2748,PNG,RGB,vision,1.4
000048.png,3840,2748,PNG,RGB,vision,1.4
000049.png,3840,2748,PNG,RGB,vision,1.4
000050_1.png,1920,1280,PNG,RGB,vision,1.5
000051_1.png,3840,2748,PNG,RGB,vision,1.4
000053.png,3840,2748,PNG,RGB,vision,1.4
000055_1.png,1920,1280,PNG,RGB,vision,1.5
000056_1.png,3840,2748,PNG,RGB,vision,1.4
000058_1.png,3840,2748,PNG,RGB,vision,1.4
000060_1.png,1920,1280,PNG,RGB,vision,1.5
000061.png,1920,1280,PNG,RGB,vision,1.5
000063.png,1920,1280,PNG,RGB,vision,1.5
000066.png,3840,2748,PNG,RGB,vision,1.4
000067_1.png,3840,2748,PNG,RGB,vision,1.4
000068.png,1920,1280,PNG,RGB,vision,1.5
000070.png,1920,1280,PNG,RGB,vision,1.5
000073_1.png,3840,2748,PNG,RGB,vision,1.4
000077_1.png,3840,2748,PNG,RGB,vision,1.4
000078_1.png,1920,1280,PNG,RGB,vision,1.5
000079.png,3840,2748,PNG,RGB,vision,1.4
000080_1.png,3840,2748,PNG,RGB,vision,1.4
000082.png,3840,2748,PNG,RGB,vision,1.4
000083.png,3840,2748,PNG,RGB,vision,1.4
000084_1.png,3840,2748,PNG,RGB,vision,1.4
000086.png,3840,2748,PNG,RGB,vision,1.4
000088.png,3840,2748,PNG,RGB,vision,1.4
000089.png,3840,2748,PNG,RGB,vision,1.4
000090.png,3840,2748,PNG,RGB,vision,1.4
000091.png,3840,2748,PNG,RGB,vision,1.4
000092.png,3840,2748,PNG,RGB,vision,1.4
000094.png,1920,1280,PNG,RGB,vision,1.5
000096.png,1920,1280,PNG,RGB,vision,1.5
000098.png,3840,2748,PNG,RGB,vision,1.4
000099.png,3840,2748,PNG,RGB,vision,1.4
000100.png,3840,2748,PNG,RGB,vision,1.4
000101.png,3840,2748,PNG,RGB,vision,1.4
000102.png,1920,1280,PNG,RGB,vision,1.5
000103.png,3840,2748,PNG,RGB,vision,1.4
000104.png,3840,2748,PNG,RGB,vision,1.4
000105.png,1920,1280,PNG,RGB,vision,1.5
000109.png,1920,1280,PNG,RGB,vision,1.5
000110.png,3840,2748,PNG,RGB,vision,1.4
000111.png,3840,2748,PNG,RGB,vision,1.4
000112.png,3840,2748,PNG,RGB,vision,1.4
000114.png,3840,2748,PNG,RGB,vision,1.4
000120.png,1920,1280,PNG,RGB,vision,1.5
000121.png,3840,2748,PNG,RGB,vision,1.4
000125.png,3840,2748,PNG,RGB,vision,1.4
000126.png,3840,2748,PNG,RGB,vision,1.4
000127.png,3840,2748,PNG,RGB,vision,1.4
000128.png,3840,2748,PNG,RGB,vision,1.4
000129.png,3840,2748,PNG,RGB,vision,1.4
000130.png,1920,1280,PNG,RGB,vision,1.5
000131.png,3840,2748,PNG,RGB,vision,1.4
000132.png,1920,1280,PNG,RGB,vision,1.5
000133.png,3840,2748,PNG,RGB,vision,1.4
000135.png,1920,1280,PNG,RGB,vision,1.5
000139.png,3840,2748,PNG,RGB,vision,1.4
000140.png,3840,2748,PNG,RGB,vision,1.4
000141.png,3840,2748,PNG,RGB,vision,1.4
000142.png,3840,2748,PNG,RGB,vision,1.4
000144.png,3840,2748,PNG,RGB,vision,1.4
000145.png,3840,2748,PNG,RGB,vision,1.4
000146.png,3840,2748,PNG,RGB,vision,1.4
000147.png,1920,1280,PNG,RGB,vision,1.5
000151.png,3840,2748,PNG,RGB,vision,1.4
000153.png,3840,2748,PNG,RGB,vision,1.4
000154.png,3840,2748,PNG,RGB,vision,1.4
000156.png,3840,2748,PNG,RGB,vision,1.4
000157.png,1920,1280,PNG,RGB,vision,1.5
000160.png,1920,1280,PNG,RGB,vision,1.5
000165.png,1920,1280,PNG,RGB,vision,1.5
000166.png,3840,2748,PNG,RGB,vision,1.4
000167.png,3840,2748,PNG,RGB,vision,1.4
000170.png,1920,1280,PNG,RGB,vision,1.5
000177.png,3840,2748,PNG,RGB,vision,1.4
000179.png,3840,2748,PNG,RGB,vision,1.4
000180.png,3840,2748,PNG,RGB,vision,1.4
000184.png,3840,2748,PNG,RGB,vision,1.4
000185.png,3840,2748,PNG,RGB,vision,1.4
000186.png,3840,2748,PNG,RGB,vision,1.4
000189.png,3840,2748,PNG,RGB,vision,1.4
000001_1.png,910,466,PNG,RGB,vision,1.95
000005_1.png,726,287,PNG,RGB,vision,2.53
000006.png,2624,2624,PNG,RGB,vision,1.0
000007.png,262,192,PNG,RGB,vision,1.36
000008_1.png,1920,1080,PNG,RGB,vision,1.78
000011_1.png,1016,484,PNG,RGB,vision,2.1
000012_1.png,2624,2624,PNG,RGB,vision,1.0
000013_2.png,974,454,PNG,RGB,vision,2.15
000014_1.png,992,518,PNG,RGB,vision,1.92
000015_1.png,1920,1080,PNG,RGB,vision,1.78
000016.png,962,692,PNG,RGB,vision,1.39
000022_1.png,1010,468,PNG,RGB,vision,2.16
000024_1.png,1920,1080,PNG,RGB,vision,1.78
000027_1.png,1920,1080,PNG,RGB,vision,1.78
000028_1.png,632,480,PNG,RGB,vision,1.32
000032_1.png,1920,1080,PNG,RGB,vision,1.78
000033_1.png,934,502,PNG,RGB,vision,1.86
000036_1.png,2624,2624,PNG,RGB,vision,1.0
000038.png,1026,566,PNG,RGB,vision,1.81
000040_2.png,632,480,PNG,RGB,vision,1.32
000041.png,1920,1080,PNG,RGB,vision,1.78
000044_2.png,1920,1080,PNG,RGB,vision,1.78
000045_1.png,632,480,PNG,RGB,vision,1.32
000046_2.png,1920,1080,PNG,RGB,vision,1.78
000048_1.png,632,480,PNG,RGB,vision,1.32
000050_2.png,1920,1080,PNG,RGB,vision,1.78
000051_2.png,632,480,PNG,RGB,vision,1.32
000052_1.png,1920,1080,PNG,RGB,vision,1.78
000054_1.png,966,464,PNG,RGB,vision,2.08
000055_2.png,632,480,PNG,RGB,vision,1.32
000056_2.png,632,480,PNG,RGB,vision,1.32
000059.png,632,480,PNG,RGB,vision,1.32
000060_2.png,1920,1080,PNG,RGB,vision,1.78
000062.png,1528,1146,PNG,RGB,vision,1.33
000064_1.png,1528,1146,PNG,RGB,vision,1.33
000066_1.png,1920,1080,PNG,RGB,vision,1.78
000069.png,1920,1080,PNG,RGB,vision,1.78
000070_1.png,1294,654,PNG,RGB,vision,1.98
000071_1.png,1528,1146,PNG,RGB,vision,1.33
000073_2.png,1920,1080,PNG,RGB,vision,1.78
000074_1.png,1920,1080,PNG,RGB,vision,1.78
000076.png,632,480,PNG,RGB,vision,1.32
000077_2.png,632,480,PNG,RGB,vision,1.32
000080_2.png,1920,1080,PNG,RGB,vision,1.78
000081_1.png,1920,1080,PNG,RGB,vision,1.78
000083_1.png,632,480,PNG,RGB,vision,1.32
000084_2.png,1920,1080,PNG,RGB,vision,1.78
000088_1.png,1920,1080,PNG,RGB,vision,1.78
000090_1.png,1920,1080,PNG,RGB,vision,1.78
000092_1.png,1920,1080,PNG,RGB,vision,1.78
000093.png,632,480,PNG,RGB,vision,1.32
000095.png,1920,1080,PNG,RGB,vision,1.78
000100_1.png,1920,1080,PNG,RGB,vision,1.78
000106.png,1000,534,PNG,RGB,vision,1.87
000107.png,1920,1080,PNG,RGB,vision,1.78
000109_1.png,632,480,PNG,RGB,vision,1.32
000110_1.png,632,480,PNG,RGB,vision,1.32
000111_1.png,978,242,PNG,RGB,vision,4.04
000113.png,632,480,PNG,RGB,vision,1.32
000114_1.png,1000,450,PNG,RGB,vision,2.22
000118.png,632,480,PNG,RGB,vision,1.32
000119.png,962,558,PNG,RGB,vision,1.72
000120_1.png,1920,1080,PNG,RGB,vision,1.78
000121_1.png,632,480,PNG,RGB,vision,1.32
000122.png,632,480,PNG,RGB,vision,1.32
000123.png,1920,1080,PNG,RGB,vision,1.78
000124.png,1920,1080,PNG,RGB,vision,1.78
000126_1.png,1920,1080,PNG,RGB,vision,1.78
000127_1.png,632,480,PNG,RGB,vision,1.32
000132_1.png,632,480,PNG,RGB,vision,1.32
000135_1.png,632,480,PNG,RGB,vision,1.32
000136.png,1920,1080,PNG,RGB,vision,1.78
000137.png,632,480,PNG,RGB,vision,1.32
000138.png,632,480,PNG,RGB,vision,1.32
000139_1.png,1920,1080,PNG,RGB,vision,1.78
000140_1.png,1920,1080,PNG,RGB,vision,1.78
000141_1.png,1920,1080,PNG,RGB,vision,1.78
000145_1.png,632,480,PNG,RGB,vision,1.32
000147_1.png,1920,1080,PNG,RGB,vision,1.78
000148.png,632,480,PNG,RGB,vision,1.32
000149.png,632,480,PNG,RGB,vision,1.32
000151_1.png,1920,1080,PNG,RGB,vision,1.78
000154_1.png,1920,1080,PNG,RGB,vision,1.78
000155.png,632,480,PNG,RGB,vision,1.32
000156_1.png,632,480,PNG,RGB,vision,1.32
000157_1.png,632,480,PNG,RGB,vision,1.32
000158.png,632,480,PNG,RGB,vision,1.32
000161.png,632,480,PNG,RGB,vision,1.32
000162.png,1920,1080,PNG,RGB,vision,1.78
000164.png,696,378,PNG,RGB,vision,1.84
000167_1.png,1920,1080,PNG,RGB,vision,1.78
000168.png,632,480,PNG,RGB,vision,1.32
000169.png,2624,2624,PNG,RGB,vision,1.0
000170_1.png,632,480,PNG,RGB,vision,1.32
000171.png,632,480,PNG,RGB,vision,1.32
000003_1.png,3520,3499,PNG,RGB,vision,1.01
000004_1.png,2448,2048,PNG,RGB,vision,1.2
000012_2.png,512,512,PNG,RGB,vision,1.0
000020.png,2448,2048,PNG,RGB,vision,1.2
000022_2.png,2448,2048,PNG,RGB,vision,1.2
000031_2.png,512,512,PNG,RGB,vision,1.0
000041_1.png,3590,3586,PNG,RGB,vision,1.0
000042_1.png,3569,3574,PNG,RGB,vision,1.0
000046_3.png,2448,2048,PNG,RGB,vision,1.2
000050_3.png,3618,3617,PNG,RGB,vision,1.0
000051_3.png,3576,3571,PNG,RGB,vision,1.0
000059_1.png,512,512,PNG,RGB,vision,1.0
000062_1.png,2448,2048,PNG,RGB,vision,1.2
000063_1.png,3609,3620,PNG,RGB,vision,1.0
000068_1.png,2448,2048,PNG,RGB,vision,1.2
000078_2.png,512,512,PNG,RGB,vision,1.0
000080_3.png,512,512,PNG,RGB,vision,1.0
000082_1.png,2448,2048,PNG,RGB,vision,1.2
000094_1.png,512,512,PNG,RGB,vision,1.0
000099_1.png,512,512,PNG,RGB,vision,1.0
000102_1.png,512,512,PNG,RGB,vision,1.0
000104_1.png,3595,3572,PNG,RGB,vision,1.01
000110_2.png,2448,2048,PNG,RGB,vision,1.2
000112_1.png,2448,2048,PNG,RGB,vision,1.2
000114_2.png,3596,3591,PNG,RGB,vision,1.0
000124_1.png,512,512,PNG,RGB,vision,1.0
000126_2.png,3590,3590,PNG,RGB,vision,1.0
